Order ID,Order Date,Ship Date,Customer ID,Customer Name,Customer Segment,Product ID,Product Name,Category,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Payment Mode,Delivery Status,Supplier Name,Supplier Email,Stock Left,Auto Reorder,Reorder Quantity
ORD1259,2025-06-10,2025-06-12,CUST870,Donald Daugherty,Corporate,PROD6479,Study Table,Furniture,North,Wisconsin,Julieburgh,4,1470,20,4704.0,3106.26,1597.74,Credit Card,Cancelled,Williams Ltd,jason57@smith-craig.org,5,Yes,27
ORD1260,2025-09-17,2025-09-22,CUST490,Emily Porter,Corporate,PROD7582,Mouse,Electronics,South,Washington,Mullinston,4,1337,0,5348.0,3758.6,1589.4,Cash,Pending,"Garcia, English and Miller",alexandra04@johnson.com,35,No,0
ORD1261,2024-06-25,2024-07-02,CUST677,Jill Conley,Home Office,PROD8977,Bookshelf,Furniture,East,North Dakota,Codyland,7,2582,5,17170.3,11182.32,5987.98,Credit Card,Cancelled,Bean LLC,stevenvilla@king-collins.com,31,No,0
ORD1262,2024-08-23,2024-08-27,CUST620,Douglas Gomez,Consumer,PROD6299,Sofa,Furniture,East,Michigan,East Chadton,10,196,15,1666.0,1236.78,429.22,UPI,Pending,"Ward, Dominguez and Johnson",shannon73@hawkins-roberson.com,13,No,0
ORD1263,2024-11-03,2024-11-08,CUST345,David Wright,Corporate,PROD6316,Sofa,Furniture,West,New Mexico,North Justin,9,885,5,7566.75,5165.03,2401.72,Cash,Returned,Johns Inc,maurice62@rivera.com,40,No,0
ORD1264,2025-01-30,2025-02-04,CUST421,Joshua Schneider,Corporate,PROD1410,Dining Table,Furniture,West,Arizona,North John,10,4782,20,38256.0,27778.37,10477.63,Net Banking,Returned,"Henderson, Moore and Bond",iford@garcia.net,10,No,0
ORD1265,2025-05-13,2025-05-15,CUST229,Joseph Cross,Home Office,PROD5451,Cooking Oil,Grocery,North,Indiana,New Elizabethfort,9,3026,0,27234.0,22670.86,4563.14,UPI,Delivered,Mcdonald-Sweeney,wilsontara@thornton.info,38,No,0
ORD1266,2026-03-04,2026-03-07,CUST217,Bradley Schmidt II,Home Office,PROD8594,Bookshelf,Furniture,West,Connecticut,Ferrellville,7,1339,5,8904.35,5372.22,3532.13,UPI,Pending,"Haley, Davis and Hull",zstewart@hanson-bell.info,20,No,0
ORD1267,2026-04-06,2026-04-12,CUST410,Darin Morrison,Home Office,PROD4275,Juice Pack,Grocery,North,Montana,Austinbury,4,1164,5,4423.2,2673.22,1749.98,UPI,Pending,Silva-Mayo,erichoward@taylor.biz,14,No,0
ORD1268,2025-06-23,2025-06-29,CUST687,Brenda Whitaker,Home Office,PROD4716,Calculator,Office Supplies,South,California,Flemingbury,4,3361,5,12771.8,7931.02,4840.78,UPI,Pending,"Villanueva, Fisher and Rivera",ballison@cobb-knapp.com,16,No,0
ORD1269,2024-10-13,2024-10-16,CUST250,Todd Medina,Home Office,PROD1449,Notebook,Office Supplies,East,Wisconsin,South Jeremy,7,2153,20,12056.8,7506.51,4550.29,UPI,Pending,"Welch, Ramirez and Owen",juankim@burnett.com,8,Yes,21
ORD1270,2024-07-12,2024-07-18,CUST613,Kenneth Miller PhD,Home Office,PROD9976,Bookshelf,Furniture,West,Wisconsin,Port Jeremy,9,4859,5,41544.45,28445.58,13098.87,Net Banking,Pending,Lowery LLC,pruitttiffany@ward-smith.com,43,No,0
ORD1271,2025-09-09,2025-09-10,CUST882,Julia Lopez,Home Office,PROD3750,Keyboard,Electronics,East,Wyoming,Angelport,10,2414,5,22933.0,14330.25,8602.75,Cash,Delivered,Campbell Group,manndavid@cook-leon.net,36,No,0
ORD1272,2025-04-13,2025-04-14,CUST527,Frank Brewer,Corporate,PROD4826,Monitor,Electronics,West,North Dakota,West Ericstad,1,1347,5,1279.65,1031.88,247.77,UPI,Returned,James-Collins,ronald89@woods.net,5,Yes,33
ORD1273,2025-05-15,2025-05-21,CUST930,Melissa Sullivan,Consumer,PROD4669,Headphones,Electronics,West,Illinois,New Phyllis,2,4048,5,7691.2,5279.93,2411.27,Net Banking,Delivered,"Drake, Singleton and Cox",ryanbrady@davis.biz,18,No,0
ORD1274,2024-05-20,2024-05-26,CUST176,Edward Turner,Corporate,PROD5425,Cooking Oil,Grocery,East,Alaska,Nealchester,6,1432,10,7732.8,5305.88,2426.92,Cash,Cancelled,Patterson-Torres,vwilliams@wilson.info,0,Yes,43
ORD1275,2024-12-05,2024-12-08,CUST642,Mark Mendoza,Corporate,PROD9155,Sofa,Furniture,East,Kansas,South Nancyview,8,3243,5,24646.8,19844.81,4801.99,Credit Card,Cancelled,Dominguez-Lewis,traceylopez@parsons.com,0,Yes,20
ORD1276,2025-12-07,2025-12-12,CUST607,Anna Lang,Home Office,PROD1038,Headphones,Electronics,West,Idaho,Lake Timothy,9,653,15,4995.45,4122.91,872.54,UPI,Pending,Porter Group,dmorales@williams.com,42,No,0
ORD1277,2025-06-30,2025-07-07,CUST479,Ryan Swanson,Consumer,PROD4679,Calculator,Office Supplies,North,Pennsylvania,Christopherfort,8,3587,15,24391.6,15299.63,9091.97,Credit Card,Returned,Zimmerman-Tapia,pwatkins@ward.com,28,No,0
ORD1278,2025-09-11,2025-09-15,CUST952,Joshua Williams,Consumer,PROD3107,Rice Bag,Grocery,South,California,West Jillmouth,8,2023,5,15374.8,13144.26,2230.54,Cash,Delivered,Sanchez Ltd,amandabrown@pham.com,2,Yes,38
ORD1279,2025-06-04,2025-06-07,CUST149,Michael Oliver,Home Office,PROD1660,Laptop,Electronics,South,Vermont,West Jasonfurt,4,376,15,1278.4,1119.12,159.28,UPI,Pending,Jordan and Sons,andrewrubio@griffith.com,36,No,0
ORD1280,2025-09-19,2025-09-23,CUST977,Nicholas Bernard,Home Office,PROD5044,Keyboard,Electronics,East,Maine,Tylertown,7,2408,5,16013.2,13175.1,2838.1,Credit Card,Cancelled,Sandoval Ltd,thomasferrell@crosby.com,44,No,0
ORD1281,2024-06-06,2024-06-13,CUST270,Rhonda Joseph,Consumer,PROD7395,Monitor,Electronics,West,Florida,Lambertbury,8,3670,0,29360.0,18057.08,11302.92,Net Banking,Delivered,English and Sons,elizabethgray@glenn.com,22,No,0
ORD1282,2025-12-15,2025-12-21,CUST234,Mr. Jeff George,Consumer,PROD5094,Juice Pack,Grocery,South,Georgia,New Tracy,9,3171,0,28539.0,23915.91,4623.09,Net Banking,Pending,Tucker-Bishop,wilsonmichele@blackwell.com,25,No,0
ORD1283,2026-02-12,2026-02-19,CUST727,Theresa Oneill,Corporate,PROD5609,Headphones,Electronics,South,California,Johntown,6,2559,20,12283.2,9704.53,2578.67,UPI,Delivered,Brown-Gibson,clinton75@morris.com,17,No,0
ORD1284,2024-09-07,2024-09-13,CUST966,Diana Clark,Home Office,PROD5931,Study Table,Furniture,East,Utah,Yoderton,3,1701,15,4337.55,2640.61,1696.94,Cash,Pending,"Burns, Short and Andersen",kimberlywilson@mccarty.com,14,No,0
ORD1285,2024-10-22,2024-10-29,CUST920,Courtney Davis,Corporate,PROD9653,Sugar,Grocery,West,Oregon,Meganside,9,1248,20,8985.6,7130.32,1855.28,Net Banking,Delivered,"Fitzgerald, Hall and Garcia",jsullivan@dixon.biz,11,No,0
ORD1286,2025-05-05,2025-05-06,CUST860,Barbara Phillips,Consumer,PROD1544,Cooking Oil,Grocery,West,Ohio,Willisland,2,536,5,1018.4,630.18,388.22,Cash,Pending,Cox-Oliver,rebecca95@kirk.com,10,No,0
ORD1287,2024-10-12,2024-10-18,CUST148,Nancy Griffith,Corporate,PROD9876,Mouse,Electronics,East,Oklahoma,Lake Elijahville,10,2080,20,16640.0,12584.36,4055.64,Credit Card,Delivered,White-Martinez,tiffany07@villa-wright.com,46,No,0
ORD1288,2026-02-28,2026-03-02,CUST711,Tiffany Parks,Home Office,PROD5396,Pen,Office Supplies,East,Kansas,Smithchester,5,4664,10,20988.0,13179.67,7808.33,Cash,Cancelled,"Butler, Flores and Nolan",orodriguez@day.info,44,No,0
ORD1289,2026-03-02,2026-03-05,CUST543,Joyce Hester,Corporate,PROD8472,Laptop,Electronics,West,Florida,Jenniferton,6,1443,10,7792.2,5103.54,2688.66,Cash,Cancelled,"Mcdonald, Johnson and Lee",tracy37@taylor-garcia.com,9,Yes,50
ORD1290,2024-09-26,2024-09-28,CUST658,Brett Carney,Corporate,PROD4433,Keyboard,Electronics,South,Oregon,Jessicaville,2,2026,20,3241.6,2153.97,1087.63,Net Banking,Pending,"Orozco, Kim and Gardner",christophermartin@pennington.com,28,No,0
ORD1291,2025-06-29,2025-07-03,CUST739,Jonathan Smith,Home Office,PROD4244,Rice Bag,Grocery,South,Illinois,New Brooke,10,2276,0,22760.0,16199.24,6560.76,Cash,Cancelled,Roach Inc,grimesemily@wright.com,32,No,0
ORD1292,2024-04-28,2024-04-30,CUST210,David Murphy,Home Office,PROD7337,Pen,Office Supplies,South,Texas,North Christopherville,6,891,20,4276.8,3127.43,1149.37,Net Banking,Delivered,Thompson-Gibbs,hayneskirsten@bridges.org,29,No,0
ORD1293,2025-04-24,2025-04-28,CUST743,Justin Cohen,Home Office,PROD4092,Calculator,Office Supplies,East,Pennsylvania,Port Georgemouth,7,4081,10,25710.3,15443.61,10266.69,Credit Card,Cancelled,Poole Group,gonzalezsteven@green.org,33,No,0
ORD1294,2024-06-22,2024-06-25,CUST399,Steven Cruz,Home Office,PROD6477,Bookshelf,Furniture,East,Delaware,Christensenland,9,3914,20,28180.8,23139.9,5040.9,Net Banking,Delivered,Taylor Group,michael22@hill-hartman.net,6,Yes,31
ORD1295,2024-11-10,2024-11-12,CUST157,Sarah Gonzalez,Home Office,PROD5622,Calculator,Office Supplies,West,Maryland,East Danny,3,2779,10,7503.3,6093.92,1409.38,Credit Card,Pending,"Mckenzie, Wolf and Carter",tylermichael@maldonado.biz,27,No,0
ORD1296,2024-12-22,2024-12-29,CUST643,Jessica Scott,Corporate,PROD5274,Monitor,Electronics,North,Maine,Gutierrezstad,5,3508,15,14909.0,11021.51,3887.49,Cash,Cancelled,Andrews LLC,speterson@wilson-sullivan.biz,9,Yes,41
ORD1297,2024-04-20,2024-04-27,CUST691,Emily Wilson,Home Office,PROD6669,Study Table,Furniture,North,Arkansas,Michaelborough,3,1173,0,3519.0,2464.31,1054.69,Cash,Delivered,"Davidson, Payne and Haney",trevinojustin@campbell.biz,16,No,0
ORD1298,2025-08-25,2025-08-27,CUST177,Rodney Martin,Home Office,PROD6480,File Folder,Office Supplies,North,Florida,Ericaview,1,449,0,449.0,313.13,135.87,Cash,Delivered,"Roberts, Elliott and Farmer",christophershaw@villarreal.net,23,No,0
ORD1299,2024-04-19,2024-04-25,CUST597,Wendy Bailey,Home Office,PROD3612,Headphones,Electronics,East,Connecticut,Steveland,9,1557,20,11210.4,8672.95,2537.45,Credit Card,Returned,Dickson Inc,jacksmith@flowers-harmon.com,14,No,0
ORD1300,2024-12-28,2025-01-01,CUST247,Rebecca Gonzalez,Consumer,PROD2447,Juice Pack,Grocery,South,North Dakota,Leeville,8,4069,5,30924.4,22484.64,8439.76,Credit Card,Pending,Cordova Ltd,ericaproctor@villanueva.com,16,No,0
ORD1301,2024-05-25,2024-05-28,CUST377,Samantha Mcpherson,Home Office,PROD2977,Mouse,Electronics,South,Louisiana,Katherinetown,6,4057,20,19473.6,14719.79,4753.81,Cash,Pending,Lowery-Jackson,charlesweeks@lewis.info,15,No,0
ORD1302,2025-05-25,2025-05-27,CUST428,Jonathan Smith,Corporate,PROD1002,Cooking Oil,Grocery,North,West Virginia,Davidchester,9,1456,20,10483.2,8372.03,2111.17,Cash,Pending,Fisher-Roberts,ronaldwilkins@bell-ball.com,6,Yes,37
ORD1303,2024-12-03,2024-12-10,CUST519,William Perez,Home Office,PROD1556,Snacks,Grocery,West,North Carolina,Port Sarahhaven,7,2262,0,15834.0,12554.41,3279.59,UPI,Delivered,Smith-Kennedy,timothy81@cherry.com,9,Yes,25
ORD1304,2026-02-25,2026-02-26,CUST994,Megan Carpenter,Consumer,PROD2679,Notebook,Office Supplies,East,Kentucky,North Brandy,1,361,15,306.85,188.29,118.56,Net Banking,Cancelled,Smith-Bishop,clewis@robinson-morgan.com,24,No,0
ORD1305,2024-09-21,2024-09-22,CUST226,Krista Brown,Consumer,PROD9723,Cooking Oil,Grocery,West,New York,South Jeanette,10,4016,10,36144.0,28740.24,7403.76,Credit Card,Pending,King-Valenzuela,rhill@carr.info,28,No,0
ORD1306,2025-05-27,2025-06-01,CUST604,Sean Mckinney,Consumer,PROD8412,Office Chair,Furniture,East,Nevada,Tylerton,3,3837,20,9208.8,5725.71,3483.09,Net Banking,Pending,"Gomez, Lucero and Martinez",wschmitt@manning.com,6,Yes,22
ORD1307,2025-06-30,2025-07-07,CUST233,Donald Bonilla,Corporate,PROD8030,Office Chair,Furniture,East,Wisconsin,Cherrystad,5,2256,0,11280.0,9797.39,1482.61,Credit Card,Delivered,Castro-Robertson,josejames@jimenez-gardner.com,32,No,0
ORD1308,2024-05-22,2024-05-28,CUST906,Amy Simmons,Consumer,PROD4014,Snacks,Grocery,South,Hawaii,Melissafort,6,2443,15,12459.3,10993.39,1465.91,Cash,Returned,Mitchell and Sons,dawsonjoel@walsh-torres.com,25,No,0
ORD1309,2024-11-18,2024-11-24,CUST214,Thomas Morton,Corporate,PROD3657,Bookshelf,Furniture,South,Connecticut,North Dillonmouth,4,698,15,2373.2,2031.87,341.33,Cash,Cancelled,"Matthews, Miller and Rose",waltersjessica@graves-jimenez.com,8,Yes,41
ORD1310,2025-07-09,2025-07-16,CUST387,Ann Hernandez,Consumer,PROD2301,Bookshelf,Furniture,North,North Dakota,Laurenshire,9,4893,20,35229.6,29757.35,5472.25,Cash,Pending,Wright-Thomas,bellmanuel@mack.biz,41,No,0
ORD1311,2026-03-11,2026-03-13,CUST355,Nicole Long,Corporate,PROD6496,Calculator,Office Supplies,North,Virginia,Porterburgh,10,1467,5,13936.5,12020.86,1915.64,Net Banking,Returned,Blake Group,wwolfe@maynard-long.biz,20,No,0
ORD1312,2025-11-21,2025-11-27,CUST166,Kenneth Vincent,Consumer,PROD2935,Cooking Oil,Grocery,East,North Carolina,North Joshua,3,4791,0,14373.0,9964.22,4408.78,Cash,Delivered,Marks and Sons,randerson@palmer.net,30,No,0
ORD1313,2026-01-23,2026-01-25,CUST374,Brandon Higgins,Consumer,PROD1271,Headphones,Electronics,East,Arkansas,Nicoleland,1,568,0,568.0,470.8,97.2,Credit Card,Returned,"Christensen, Robertson and Hicks",xavery@bates.com,16,No,0
ORD1314,2025-10-26,2025-10-31,CUST621,Jessica Callahan,Consumer,PROD6616,Monitor,Electronics,North,Arkansas,Port Allen,7,4247,0,29729.0,18231.35,11497.65,UPI,Cancelled,"Mosley, Morgan and Hughes",walkerbrandon@rocha-hernandez.com,16,No,0
ORD1315,2025-11-20,2025-11-23,CUST954,Jason Richardson,Corporate,PROD1837,Notebook,Office Supplies,North,Tennessee,Robertshire,1,220,0,220.0,167.45,52.55,Credit Card,Delivered,"Mcbride, Fernandez and Romero",lpratt@pearson-adams.net,26,No,0
ORD1316,2024-05-30,2024-06-06,CUST465,Andrew Davis,Consumer,PROD3767,Keyboard,Electronics,West,Iowa,Hartstad,1,1835,0,1835.0,1301.97,533.03,UPI,Pending,Garcia Group,ywise@mccoy-rose.com,45,No,0
ORD1317,2024-05-29,2024-06-03,CUST620,Jon Sanchez,Corporate,PROD7967,Laptop,Electronics,East,Delaware,East Shane,7,4001,5,26606.65,18725.74,7880.91,Net Banking,Cancelled,Bates Group,dave86@miller.com,41,No,0
ORD1318,2025-07-15,2025-07-18,CUST202,Jennifer Simon,Consumer,PROD6254,Mouse,Electronics,East,Georgia,East Brendamouth,1,1942,15,1650.7,1379.81,270.89,UPI,Delivered,Mahoney-Edwards,christine00@wood-carpenter.com,35,No,0
ORD1319,2024-07-29,2024-07-31,CUST511,Walter Mcmillan,Corporate,PROD1164,Rice Bag,Grocery,North,Oklahoma,Parkstown,2,1797,0,3594.0,3003.43,590.57,Net Banking,Delivered,"Harrison, Montgomery and Gonzalez",qcurry@watson.info,27,No,0
ORD1320,2025-04-30,2025-05-06,CUST884,Amanda Rivera,Consumer,PROD7973,Bookshelf,Furniture,East,Virginia,New Sarahside,10,3107,5,29516.5,24619.55,4896.95,UPI,Returned,Clark Ltd,robinsoncaitlyn@kramer-welch.com,38,No,0
ORD1321,2025-01-26,2025-02-01,CUST364,Joseph Richardson,Home Office,PROD7689,Bookshelf,Furniture,West,Nebraska,Julieshire,6,1099,0,6594.0,5393.83,1200.17,Net Banking,Cancelled,Hill LLC,yudonald@sawyer.biz,43,No,0
ORD1322,2026-02-03,2026-02-08,CUST852,Morgan Jones,Corporate,PROD8258,Office Chair,Furniture,North,Utah,North Maria,6,2644,5,15070.8,10767.91,4302.89,Cash,Cancelled,"Smith, Bean and Sanders",bowentiffany@reed-harris.biz,30,No,0
ORD1323,2025-05-04,2025-05-05,CUST691,Steven Jackson,Home Office,PROD2072,Notebook,Office Supplies,South,Pennsylvania,New Coryburgh,2,1618,20,2588.8,1579.87,1008.93,UPI,Delivered,"Ortega, Rodriguez and Moore",jeremyramos@huffman-schroeder.biz,38,No,0
ORD1324,2026-01-21,2026-01-25,CUST289,James Miller,Consumer,PROD1985,Bookshelf,Furniture,East,Ohio,Michaelland,1,2363,20,1890.4,1176.04,714.36,Cash,Delivered,Rivas Inc,blackburnjessica@parker.org,29,No,0
ORD1325,2024-11-03,2024-11-04,CUST630,Scott Harper DVM,Corporate,PROD8000,Study Table,Furniture,North,Massachusetts,Courtneystad,10,3124,15,26554.0,16633.03,9920.97,Credit Card,Pending,"Lee, Liu and Lopez",ethanrodriguez@coleman-mason.com,50,No,0
ORD1326,2025-04-21,2025-04-28,CUST954,Selena Mclaughlin,Consumer,PROD7273,Study Table,Furniture,South,Minnesota,Alvaradobury,2,3862,20,6179.2,5302.35,876.85,Credit Card,Pending,Fry LLC,proctorchristopher@dunn-stewart.info,23,No,0
ORD1327,2024-08-05,2024-08-08,CUST443,Jonathan Jones,Corporate,PROD7506,Sugar,Grocery,West,Tennessee,North Isaacfort,6,3193,15,16284.3,12393.42,3890.88,Credit Card,Cancelled,"Jimenez, Davis and Rodriguez",morrisstephanie@nelson-campos.info,30,No,0
ORD1328,2025-10-07,2025-10-09,CUST954,Kevin Morris,Consumer,PROD6139,Study Table,Furniture,North,Connecticut,Lake Douglasland,7,2964,15,17635.8,13778.52,3857.28,Net Banking,Pending,Dudley Group,john76@morrison-jones.biz,15,No,0
ORD1329,2024-07-11,2024-07-13,CUST496,Paul Rice,Home Office,PROD1804,Monitor,Electronics,East,New Mexico,Charlesfort,4,4908,15,16687.2,11857.72,4829.48,Net Banking,Cancelled,"Villanueva, Rose and Horn",rnguyen@elliott-weber.org,15,No,0
ORD1330,2024-12-15,2024-12-16,CUST586,Benjamin Combs,Corporate,PROD9260,Juice Pack,Grocery,East,Tennessee,New Luis,2,1267,10,2280.6,1567.26,713.34,Cash,Returned,Cross-Montgomery,jaygray@grant.com,16,No,0
ORD1331,2024-12-15,2024-12-22,CUST648,Willie Perez,Corporate,PROD6699,Office Chair,Furniture,South,North Dakota,West Michele,10,2830,20,22640.0,14018.87,8621.13,UPI,Pending,"Davis, Dawson and Garcia",kylelang@smith-shepard.com,30,No,0
ORD1332,2025-05-27,2025-05-29,CUST365,Wayne Guzman,Corporate,PROD1844,Pen,Office Supplies,West,Washington,Jeremyton,5,219,15,930.75,818.4,112.35,Credit Card,Returned,Knox-Robertson,diazmichael@harrison.com,12,No,0
ORD1333,2025-08-01,2025-08-07,CUST108,Terry Zuniga,Home Office,PROD1009,Study Table,Furniture,North,Michigan,Elizabethbury,1,435,10,391.5,320.77,70.73,Net Banking,Pending,"Mills, Smith and Williams",emily39@thompson.biz,15,No,0
ORD1334,2024-12-21,2024-12-24,CUST595,Jacob Williams,Corporate,PROD2058,Cooking Oil,Grocery,East,New York,Williamhaven,9,3225,20,23220.0,14236.33,8983.67,Net Banking,Returned,Fowler-Smith,arthur80@mason.biz,48,No,0
ORD1335,2024-08-12,2024-08-17,CUST446,Stephen Pace,Home Office,PROD3871,Sugar,Grocery,West,Louisiana,Lake Susan,9,189,20,1360.8,1154.23,206.57,Cash,Returned,Berger Group,fcarroll@holt.org,25,No,0
ORD1336,2025-04-09,2025-04-15,CUST795,Christopher Brown,Corporate,PROD9447,Juice Pack,Grocery,North,Wisconsin,East Nathan,8,2912,10,20966.4,18372.71,2593.69,Net Banking,Pending,Hoffman-Mann,jennifer35@leach-mayer.com,21,No,0
ORD1337,2025-10-07,2025-10-08,CUST637,Erik Garcia,Corporate,PROD8511,Pen,Office Supplies,North,Idaho,North Jason,9,4653,10,37689.3,32586.58,5102.72,Cash,Cancelled,Hernandez-Young,tracy39@hanson-bates.net,19,No,0
ORD1338,2025-01-26,2025-01-27,CUST848,Sharon Williams,Home Office,PROD5549,Pen,Office Supplies,West,Pennsylvania,South Wandatown,3,3599,10,9717.3,6634.09,3083.21,UPI,Cancelled,"Gardner, Mccarthy and Morgan",dominic21@ellison.com,35,No,0
ORD1339,2025-12-05,2025-12-07,CUST322,Ryan Gray,Consumer,PROD4470,Cooking Oil,Grocery,East,Washington,New Melissatown,5,4599,20,18396.0,15146.09,3249.91,Cash,Returned,Carroll Inc,mcdanielian@mccoy.com,40,No,0
ORD1340,2024-07-06,2024-07-12,CUST690,Amber Freeman,Corporate,PROD2310,Dining Table,Furniture,North,Georgia,Kaiserborough,10,2055,15,17467.5,13030.13,4437.37,Net Banking,Returned,Hughes-Smith,todd81@wilkinson.com,1,Yes,41
ORD1341,2025-12-08,2025-12-09,CUST484,Dominic Johnson,Home Office,PROD7687,Notebook,Office Supplies,West,Rhode Island,Ericmouth,9,3179,20,22888.8,17780.41,5108.39,Cash,Returned,"Taylor, Wade and Davis",matthewmills@king-torres.net,39,No,0
ORD1342,2025-07-15,2025-07-21,CUST963,Darin Brown,Corporate,PROD9133,Dining Table,Furniture,East,Connecticut,Hamptonmouth,2,2625,15,4462.5,3062.93,1399.57,Credit Card,Pending,"Vega, Jimenez and Nichols",jose58@bell.com,46,No,0
ORD1343,2024-04-20,2024-04-27,CUST175,Ms. Ashley Sweeney,Consumer,PROD3316,Laptop,Electronics,South,Alaska,Port Justinfort,10,2555,20,20440.0,15098.8,5341.2,Net Banking,Pending,"Gray, Jackson and Kennedy",fwood@snow.info,27,No,0
ORD1344,2025-07-03,2025-07-07,CUST664,Matthew Mack,Consumer,PROD8091,Notebook,Office Supplies,West,Montana,West Kaitlyn,6,4166,15,21246.6,13870.33,7376.27,Cash,Delivered,Pearson and Sons,bailey70@garrett.com,42,No,0
ORD1345,2025-10-20,2025-10-26,CUST478,Devin Clark,Home Office,PROD2546,Laptop,Electronics,North,West Virginia,Susanville,1,4797,5,4557.15,3507.61,1049.54,Cash,Cancelled,"Hall, Santiago and Harris",matthewbrooks@guerrero.com,17,No,0
ORD1346,2025-08-15,2025-08-22,CUST524,Cynthia Reeves,Home Office,PROD1283,Laptop,Electronics,West,Ohio,West Blake,5,1919,15,8155.75,7313.17,842.58,Cash,Returned,Carter Ltd,reynoldsanthony@white.biz,50,No,0
ORD1347,2025-11-12,2025-11-14,CUST184,Adrienne Kennedy,Corporate,PROD1210,Rice Bag,Grocery,West,New York,Josephhaven,2,2769,20,4430.4,3664.43,765.97,Cash,Delivered,Ryan Group,jjones@johnson.com,8,Yes,30
ORD1348,2026-02-13,2026-02-17,CUST306,Thomas Fry,Corporate,PROD8659,Sugar,Grocery,West,Maine,Lake Debbie,7,4528,5,30111.2,24036.03,6075.17,Cash,Returned,"Herman, Reyes and Case",andersonpatrick@brady.com,33,No,0
ORD1349,2025-01-01,2025-01-02,CUST619,Jessica Walker,Consumer,PROD3289,Laptop,Electronics,North,Colorado,Lake Cynthiaside,2,4130,10,7434.0,4747.56,2686.44,Net Banking,Pending,"Mullins, Wilson and Jackson",sandovalelizabeth@watson.biz,9,Yes,21
ORD1350,2024-10-29,2024-11-05,CUST214,Brian Gray,Consumer,PROD3202,Mouse,Electronics,West,California,Seanburgh,1,1865,10,1678.5,1377.71,300.79,Net Banking,Pending,Bell Ltd,jeffreyjordan@williams-dominguez.biz,15,No,0
ORD1351,2026-01-28,2026-01-30,CUST143,Michelle Mcpherson,Corporate,PROD9623,Rice Bag,Grocery,South,Mississippi,Veronicafort,2,2473,5,4698.7,3652.71,1045.99,Net Banking,Cancelled,Chaney Inc,robert49@lopez.org,14,No,0
ORD1352,2024-11-26,2024-11-29,CUST491,Roberto Smith,Corporate,PROD2094,Sofa,Furniture,West,Kentucky,Castillohaven,1,3643,0,3643.0,2390.57,1252.43,UPI,Delivered,Houston-Alvarado,imartinez@benjamin.biz,30,No,0
ORD1353,2024-09-27,2024-09-30,CUST102,Kerry Butler,Home Office,PROD4910,Office Chair,Furniture,East,Virginia,Jessicahaven,8,2849,0,22792.0,16298.31,6493.69,Credit Card,Returned,"Hansen, Porter and Goodwin",brendabrown@smith.org,8,Yes,31
ORD1354,2025-03-02,2025-03-05,CUST918,Scott Curtis,Consumer,PROD8659,Stapler,Office Supplies,East,Montana,South Todd,9,4213,5,36021.15,25282.87,10738.28,UPI,Returned,"Burke, Carlson and Jones",rayalexis@burnett.biz,18,No,0
ORD1355,2025-06-22,2025-06-27,CUST463,Luke Barker,Home Office,PROD9866,Snacks,Grocery,West,Connecticut,Lake Ashleymouth,7,3862,0,27034.0,23821.28,3212.72,Net Banking,Cancelled,Ritter-Ford,michellesmith@kelly.org,5,Yes,36
ORD1356,2025-07-31,2025-08-02,CUST710,Jennifer Hammond,Home Office,PROD7139,Sofa,Furniture,East,Idaho,Cunninghambury,8,3845,5,29222.0,23779.27,5442.73,Cash,Delivered,Murray-Shelton,houstontristan@torres-rodriguez.com,19,No,0
ORD1357,2025-01-19,2025-01-22,CUST714,Michael Bates,Consumer,PROD9158,Snacks,Grocery,North,Maine,Hallview,6,3392,0,20352.0,15172.05,5179.95,Credit Card,Cancelled,"Thompson, Green and Kelly",gina25@peterson-francis.com,45,No,0
ORD1358,2026-01-04,2026-01-07,CUST247,Nicole Moody,Corporate,PROD9133,Rice Bag,Grocery,East,Virginia,Lake Donald,9,3171,10,25685.1,16995.53,8689.57,UPI,Pending,Andrews-Johnson,joseph27@flowers.com,15,No,0
ORD1359,2026-03-12,2026-03-14,CUST340,Jose Perry,Corporate,PROD5493,Pen,Office Supplies,North,North Dakota,Jensenfort,9,648,0,5832.0,4494.38,1337.62,Cash,Returned,"Lloyd, Morrison and Jones",egarcia@hughes.info,18,No,0
ORD1360,2024-07-18,2024-07-22,CUST549,Jamie Gomez,Corporate,PROD8359,Calculator,Office Supplies,South,Hawaii,Joanneton,3,3729,10,10068.3,7016.84,3051.46,Credit Card,Cancelled,Powell PLC,donald30@johnson.com,37,No,0
ORD1361,2026-03-29,2026-04-05,CUST436,Casey Castro,Home Office,PROD7167,Dining Table,Furniture,South,West Virginia,Katherineport,3,592,0,1776.0,1282.95,493.05,Cash,Cancelled,Moore Group,ljackson@johnson-reese.com,9,Yes,32
ORD1362,2024-07-30,2024-08-03,CUST828,Andrew Conrad,Consumer,PROD5762,Headphones,Electronics,North,New Hampshire,West Jacquelineborough,7,4903,0,34321.0,26437.62,7883.38,Net Banking,Pending,Barber-Contreras,clintondavis@mueller-reed.org,25,No,0
ORD1363,2025-07-25,2025-07-31,CUST938,Sara Ho,Consumer,PROD7368,Keyboard,Electronics,West,Vermont,Dannyburgh,5,205,10,922.5,749.66,172.84,Credit Card,Returned,Chavez LLC,priscilla40@snyder.org,36,No,0
